,body,single_q,double_q,dashes,braces,spaces,badwords_count,Cluster
43,"{""events"":[{""data"":{""messageId"":""evuskd-mqcevx-262yii-7qte3h"",""schemaId"":""csa.InternalCounters.3"",""c"":{""QF-N:SN:QN:TN"":{""f"":1},""cel.PDM.TotalExecutions"":{""f"":22},""cel.VPI.TotalExecutions"":{""f"":1},""cel.VPI.TotalExecutionTime"":{""f"":0},""cel.VPI.AverageExecutionTime"":{""f"":0},""cel.widgets.batchesProcessed"":{""f"":2},""armored-cxguardrails.unresponsive-clicks.violations"":{""f"":0},""armored-cxguardrails.unresponsive-clicks.violationRate"":{""f"":0}},""timestamp"":""2024-11-22T14:26:31.516Z"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""messageId"":""5lrlie-9loth2-t6y6v-uxuy5b"",""schemaId"":""csa.Metric.4"",""metrics"":{""totalBlockingTime"":0,""totalBlockingTimeInclLCP"":0,""maxBlockingTime"":-1},""dimensions"":{},""timestamp"":""2024-11-22T14:26:31.519Z"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""activity"":{""scrollCounts"":0,""reachedDepth"":737,""horizontalScrollDistance"":0,""dwellTime"":8,""vScrollDirChanges"":0},""dimensions"":{""availableScreenWidth"":1600,""availableScreenHeight"":852,""documentWidth"":1017,""documentHeight"":2021,""screenWidth"":1600,""screenHeight"":900,""viewportWidth"":1034,""viewportHeight"":737},""schemaId"":""csa.PageInteractionsSummary.3"",""timestamp"":""2024-11-22T14:26:31.519Z"",""messageId"":""dq44rw-c6d7qz-ah6t1f-l467ba"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}}]}",0.0,244.0,0.0,0.0,0.0,0.0,Cluster 0
44,"{""events"":[{""data"":{""messageId"":""mjujie-jmn9wd-4ritbm-806e7f"",""schemaId"":""csa_other.Metric.4"",""metrics"":{""baselineMetricEvent"":1},""dimensions"":{},""timestamp"":""2024-11-22T14:24:38.101Z"",""application"":""RetailServiceWorker"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""0"",""producerId"":""csa"",""entities"":{}}}]}",0.0,40.0,0.0,0.0,0.0,0.0,Cluster 0
45,"{""events"":[{""data"":{""network"":{""downlink"":""10"",""downlinkMax"":""null"",""rtt"":""100"",""type"":""null"",""effectiveType"":""4g"",""saveData"":""false""},""language"":""en-US"",""doNotTrack"":null,""hardwareConcurrency"":4,""deviceMemory"":8,""cookieEnabled"":true,""webdriver"":false,""schemaId"":""csa.Navigator.5"",""timestamp"":""2024-11-22T14:24:44.895Z"",""messageId"":""agpf34-5fldr-rc59cf-9mcyo3"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""network"":{""downlink"":""8"",""downlinkMax"":""null"",""rtt"":""100"",""type"":""null"",""effectiveType"":""4g"",""saveData"":""false""},""language"":""en-US"",""doNotTrack"":null,""hardwareConcurrency"":4,""deviceMemory"":8,""cookieEnabled"":true,""webdriver"":false,""schemaId"":""csa.Navigator.5"",""timestamp"":""2024-11-22T14:24:46.268Z"",""messageId"":""ilkmij-lplb32-8o6rzw-7ayu7s"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}}]}",0.0,194.0,0.0,0.0,0.0,0.0,Cluster 0
46,"{""events"":[{""data"":{""network"":{""downlink"":""10"",""downlinkMax"":""null"",""rtt"":""50"",""type"":""null"",""effectiveType"":""4g"",""saveData"":""false""},""language"":""en-US"",""doNotTrack"":null,""hardwareConcurrency"":4,""deviceMemory"":8,""cookieEnabled"":true,""webdriver"":false,""schemaId"":""csa.Navigator.5"",""timestamp"":""2024-11-22T14:24:37.670Z"",""messageId"":""ayas2z-wmliup-kliklq-m8mgv2"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""messageId"":""evuskd-mqcevx-262yii-7qte3h"",""schemaId"":""csa.InternalCounters.3"",""c"":{""aui:sw:sw_message_no_ctrl"":{""s"":2,""l"":1,""c"":2},""gw-inst-img"":{""f"":1},""gw-img-size-invoke"":{""f"":1,""s"":10,""l"":4,""c"":4},""gw-atf-img"":{""f"":1},""gw-img-size-success"":{""f"":1,""s"":10,""l"":4,""c"":4},""gw-cf-img-size"":{""f"":45024},""gw-desktop-grid-1-img-size"":{""f"":19678},""gw-desktop-grid-2-img-size"":{""f"":16546},""gw-desktop-grid-3-img-size"":{""f"":15328},""gw-atf-img-size"":{""f"":51552},""aui:sw:browser:register:success"":{""f"":1},""aui:resource_count"":{""s"":55,""l"":10,""c"":10},""lightsaber:page:assetloaded"":{""f"":1}},""timestamp"":""2024-11-22T14:24:37.688Z"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""messageId"":""xr66hm-n1gucg-2w6sw0-xsspfi"",""markers"":{""functional:aui-da-cosworth-subnav-chat-icon-action:click"":30940,""functional:aui-da-a-filter-pill-toggle:click"":30943,""functional:aui-da-a-button-group:click"":30944,""functional:aui-da-a-tabs:click"":31026,""functional:aui-da-a-switch-label:click"":30946,""functional:aui-da-a-popover-floating-close:click"":30947,""functional:aui-da-a-stepper:click"":30947,""functional:aui-da-a-stepper-decrement:click"":30947,""functional:aui-da-a-stepper-increment:click"":30947,""functional:aui-da-a-accordion:click"":31019,""functional:aui-da-a-expander-toggle:click"":31019,""functional:aui-da-a-modal-framework-present:click"":31024,""functional:aui-da-a-modal-framework-dismiss:click"":31024,""functional:aui-da-a-popover-close:click"":31024,""functional:aui-da-a-modal:click"":31026,""functional:aui-da-a-popover:click"":31027,""functional:aui-da-a-tooltip:click"":31027,""functional:aui-da-a-splitdropdown-button:click"":31028,""functional:aui-da-a-splitdropdown-main:click"":31028,""functional:aui-da-p13n-sc-atl:click"":31029,""functional:aui-da-a-dropdown-button:click"":31030},""markerTimestamps"":{""functional:aui-da-cosworth-subnav-chat-icon-action:click"":1732285477691,""functional:aui-da-a-filter-pill-toggle:click"":1732285477694,""functional:aui-da-a-button-group:click"":1732285477695,""functional:aui-da-a-tabs:click"":1732285477777,""functional:aui-da-a-switch-label:click"":1732285477697,""functional:aui-da-a-popover-floating-close:click"":1732285477698,""functional:aui-da-a-stepper:click"":1732285477698,""functional:aui-da-a-stepper-decrement:click"":1732285477698,""functional:aui-da-a-stepper-increment:click"":1732285477698,""functional:aui-da-a-accordion:click"":1732285477770,""functional:aui-da-a-expander-toggle:click"":1732285477770,""functional:aui-da-a-modal-framework-present:click"":1732285477775,""functional:aui-da-a-modal-framework-dismiss:click"":1732285477775,""functional:aui-da-a-popover-close:click"":1732285477775,""functional:aui-da-a-modal:click"":1732285477777,""functional:aui-da-a-popover:click"":1732285477778,""functional:aui-da-a-tooltip:click"":1732285477778,""functional:aui-da-a-splitdropdown-button:click"":1732285477779,""functional:aui-da-a-splitdropdown-main:click"":1732285477779,""functional:aui-da-p13n-sc-atl:click"":1732285477780,""functional:aui-da-a-dropdown-button:click"":1732285477781},""navigationStartTimestamp"":""2024-11-22T14:24:06.751Z"",""schemaId"":""csa.InteractionFailuresDependencies.1"",""timestamp"":""2024-11-22T14:24:37.691Z"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}}]}",0.0,376.0,0.0,0.0,0.0,6.0,Cluster 0
47,"{""events"":[{""data"":{""schemaId"":""robotdetection.RdCSI.1"",""eventType"":""efo"",""clientData"":{""t"":""146955"",""s"":""default""},""timestamp"":""2024-11-22T14:26:29.752Z"",""messageId"":""me8ih6-m640xw-eb0kez-l7l8pr"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""producerId"":""robotdetection"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""messageId"":""evuskd-mqcevx-262yii-7qte3h"",""schemaId"":""csa.InternalCounters.3"",""c"":{""Event:csm.CrossOriginDomains.2"":{""f"":1}},""timestamp"":""2024-11-22T14:26:29.834Z"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""messageId"":""qo9pu9-4e6v75-p8uy5l-4hn7ux"",""schemaId"":""csa.ContentInteractionsSummary.2"",""w"":{""8qzbpy-tz1ito-xsit5g-eevxyr"":{""it0"":1764,""it50"":1764,""it100"":1764},""yxr2wh-pw40yh-l6thrb-cn60li"":{""it0"":1764,""it50"":1764,""it100"":1764},""r39pgp-ga022u-nkrnkx-14z2dw"":{""it0"":1764,""it50"":1764,""it100"":1764},""7rozwl-6q7814-amp004-6hc4a5"":{""it0"":1764,""it50"":1764},""as45eg-eca9j0-dezpv9-l808tc"":{""it0"":1764,""it50"":1764},""4kfs6x-rn4pn9-t7hj5i-xvpogv"":{""it0"":1764,""it50"":1764},""dgcf2q-uag9dx-392vkk-fgk7kv"":{""it0"":1764,""it50"":1764,""it100"":1764},""wb3hxs-xuepaj-2ultsh-muxt4r"":{""it0"":1764,""it50"":1764,""it100"":1764},""wihfad-fsvio1-7spx0e-bgdzq5"":{""it0"":1764,""it50"":1764,""it100"":1764},""14l8x0-5t6z5f-igodp8-2zw2fa"":{""it0"":1764,""it50"":1764,""it100"":1764},""73f6u4-o24v4b-fkuzfz-m706v2"":{""it0"":1764,""it50"":1764,""it100"":1764},""wd7cw8-4bbxbf-lpjxpl-5ysuhj"":{""it0"":1764,""it50"":1764,""it100"":1764},""bcgjja-mdrqal-wjmqqt-s4uikg"":{""it0"":1764,""it50"":1764,""it100"":1764},""j79ftj-itx492-sjzayp-cmk6we"":{""it0"":1764,""it50"":1764,""it100"":1764},""kvua0r-c26ibe-gp3wzc-3dxl4m"":{""it0"":1764,""it50"":1764,""it100"":1764},""h8uzoc-c0epf6-i0wdka-7163mv"":{""it0"":1764,""it50"":1764,""it100"":1764},""5m6lt7-dxpei9-77xmyx-k7iou7"":{""it0"":1764,""it50"":1764,""it100"":1764},""y7n7te-ep825t-mtg27u-o4enhc"":{""it0"":1764,""it50"":1764,""it100"":1764}},""timestamp"":""2024-11-22T14:26:31.510Z"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""activity"":{""scrollCounts"":0,""reachedDepth"":737,""horizontalScrollDistance"":0,""dwellTime"":9983,""vScrollDirChanges"":0},""dimensions"":{""availableScreenWidth"":1600,""availableScreenHeight"":852,""documentWidth"":1017,""documentHeight"":2021,""screenWidth"":1600,""screenHeight"":900,""viewportWidth"":1034,""viewportHeight"":737},""schemaId"":""csa.PageInteractionsSummary.3"",""timestamp"":""2024-11-22T14:26:31.511Z"",""messageId"":""mdx5jj-rrkesg-tucsht-cgq8na"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}},{""data"":{""messageId"":""5lrlie-9loth2-t6y6v-uxuy5b"",""schemaId"":""csa.Metric.4"",""metrics"":{""totalBlockingTime"":235,""totalBlockingTimeInclLCP"":762,""maxBlockingTime"":87},""dimensions"":{},""timestamp"":""2024-11-22T14:26:31.511Z"",""application"":""Retail:Prod:www.amazon.in"",""obfuscatedMarketplaceId"":""A21TJRUUN4KGV"",""lob"":""1"",""producerId"":""csa"",""entities"":{""page"":{""id"":""5wv7jv-7rli1r-i5miqq-7ys9se"",""requestId"":""QC01T4R0X1TWXYANAB7B"",""pageType"":""Gateway"",""subPageType"":""desktop""},""session"":{""id"":""259-7406217-6156529""}}}}]}",0.0,462.0,0.0,0.0,0.0,0.0,Cluster 0
48,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
49,"{""events"":[{""data"":{""metricName"":""HeadLatency"",""platform"":""desktop"",""marketplaceId"":""A21TJRUUN4KGV"",""isError"":false,""timestamp"":1732285470129,""latency"":24878}}]}",0.0,22.0,0.0,0.0,0.0,0.0,Cluster 0
50,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
51,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
52,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
53,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
54,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
55,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
56,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
57,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
58,,0.0,0.0,0.0,0.0,0.0,2.0,Cluster 0
59,,0.0,0.0,0.0,0.0,5.0,0.0,Cluster 0
60,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
61,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
62,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
63,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
64,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
65,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
66,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
67,,0.0,0.0,0.0,0.0,0.0,1.0,Cluster 0
68,"{""id"":""11368f644d6bc102"",""site"":{""ref"":""https://www.google.com/"",""page"":""https://timesofindia.indiatimes.com/technology/tech-news/zepto-is-not-an-amazon-or-walmart-but-an-indian-company-with-zepto-ceo-aadit-palicha/articleshow/115540600.cms"",""domain"":""timesofindia.indiatimes.com"",""keywords"":""zepto vs swiggy,zepto ceo aadit palicha,zepto ceo,Zepto,Aadit Palicha"",""publisher"":{""domain"":""indiatimes.com""},""content"":{""cat"":[""IAB90-111""]}},""ext"":{""source"":""prebid"",""ixdiag"":{""ls"":true,""mfu"":0,""bu"":1,""iu"":0,""nu"":0,""ou"":0,""allu"":1,""ren"":false,""version"":""9.11.0"",""userIds"":[],""url"":""https://timesofindia.indiatimes.com/technology/tech-news/zepto-is-not-an-amazon-or-walmart-but-an-indian-company-with-zepto-ceo-aadit-palicha/articleshow/115540600.cms"",""vpd"":false,""eidLength"":1,""tmax"":2100,""syncsPerBidder"":5,""imps"":1,""fpd"":true,""pbadslot"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_INF_300"",""adunitcode"":""div-gpt-ad-1233713578908-b805e1b5-14a7-4a28-9322-bdab4b0ad08a-115540600-1"",""divId"":""div-gpt-ad-1233713578908-b805e1b5-14a7-4a28-9322-bdab4b0ad08a-115540600-1""},""features"":{""pbjs_enable_multiformat"":{""activated"":false},""pbjs_allow_all_eids"":{""activated"":false}}},""imp"":[{""id"":""114b527399075fc4"",""banner"":{""topframe"":1,""format"":[{""w"":300,""h"":250,""ext"":{""siteID"":""1075035""}},{""w"":250,""h"":250,""ext"":{""siteID"":""1075035""}}]},""ext"":{""dfp_ad_unit_code"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_INF_300"",""gpid"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_INF_300"",""tid"":""52b597d3-6c5c-489e-afdc-88fcfc589ca5"",""data"":{""adserver"":{""name"":""gam"",""adslot"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_INF_300""},""pbadslot"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_INF_300""}}}],""at"":1,""source"":{""tid"":""f3c5f385-a8da-4979-9543-60fa8cde9b42""},""user"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""9b105281-63da-4fc4-a467-f85f19e64465"",""atype"":1}]}],""ext"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""9b105281-63da-4fc4-a467-f85f19e64465"",""atype"":1}]}]}},""device"":{""sua"":{""source"":1,""platform"":{""brand"":""Windows""},""browsers"":[{""brand"":""Not?A_Brand"",""version"":[""99""]},{""brand"":""Chromium"",""version"":[""130""]}],""mobile"":0},""h"":900,""w"":1600}}",0.0,240.0,0.0,0.0,7.0,2.0,Cluster 0
69,"{""id"":""63b65b42f233363"",""site"":{""ref"":""https://www.google.com/"",""page"":""https://timesofindia.indiatimes.com/technology/tech-news/zepto-is-not-an-amazon-or-walmart-but-an-indian-company-with-zepto-ceo-aadit-palicha/articleshow/115540600.cms"",""domain"":""timesofindia.indiatimes.com"",""keywords"":""zepto vs swiggy,zepto ceo aadit palicha,zepto ceo,Zepto,Aadit Palicha"",""publisher"":{""domain"":""indiatimes.com""},""content"":{""cat"":[""IAB90-111""]}},""ext"":{""source"":""prebid"",""ixdiag"":{""ls"":true,""mfu"":0,""bu"":1,""iu"":0,""nu"":0,""ou"":0,""allu"":1,""ren"":false,""version"":""9.11.0"",""userIds"":[],""url"":""https://timesofindia.indiatimes.com/technology/tech-news/zepto-is-not-an-amazon-or-walmart-but-an-indian-company-with-zepto-ceo-aadit-palicha/articleshow/115540600.cms"",""vpd"":false,""eidLength"":1,""tmax"":2100,""syncsPerBidder"":5,""imps"":1,""fpd"":true,""pbadslot"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300"",""adunitcode"":""div-gpt-ad-1533900544881-f4e49dbf-371a-46f0-aa22-a1e5fba8d406-115540600-1"",""divId"":""div-gpt-ad-1533900544881-f4e49dbf-371a-46f0-aa22-a1e5fba8d406-115540600-1""},""features"":{""pbjs_enable_multiformat"":{""activated"":false},""pbjs_allow_all_eids"":{""activated"":false}}},""imp"":[{""id"":""6469f186aa344c4"",""banner"":{""topframe"":1,""format"":[{""w"":300,""h"":250,""ext"":{""siteID"":""1075035""}},{""w"":250,""h"":250,""ext"":{""siteID"":""1075035""}}]},""ext"":{""dfp_ad_unit_code"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300"",""gpid"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300"",""tid"":""79fbf211-dcae-48ab-819f-dcbe912aedac"",""data"":{""adserver"":{""name"":""gam"",""adslot"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300""},""pbadslot"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300""}}}],""at"":1,""source"":{""tid"":""f3786e11-392f-44c3-b691-e30655380cdc""},""user"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""9b105281-63da-4fc4-a467-f85f19e64465"",""atype"":1}]}],""ext"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""9b105281-63da-4fc4-a467-f85f19e64465"",""atype"":1}]}]}},""device"":{""sua"":{""source"":1,""platform"":{""brand"":""Windows""},""browsers"":[{""brand"":""Not?A_Brand"",""version"":[""99""]},{""brand"":""Chromium"",""version"":[""130""]}],""mobile"":0},""h"":900,""w"":1600}}",0.0,240.0,0.0,0.0,7.0,2.0,Cluster 0
70,"{""id"":""89fd9aa077dcea9"",""site"":{""ref"":""https://www.google.com/"",""page"":""https://timesofindia.indiatimes.com/technology/tech-news/zepto-is-not-an-amazon-or-walmart-but-an-indian-company-with-zepto-ceo-aadit-palicha/articleshow/115540600.cms"",""domain"":""timesofindia.indiatimes.com"",""keywords"":""zepto vs swiggy,zepto ceo aadit palicha,zepto ceo,Zepto,Aadit Palicha"",""publisher"":{""domain"":""indiatimes.com""},""content"":{""cat"":[""IAB90-111""]}},""ext"":{""source"":""prebid"",""ixdiag"":{""ls"":true,""mfu"":0,""bu"":1,""iu"":0,""nu"":0,""ou"":0,""allu"":1,""ren"":false,""version"":""9.11.0"",""userIds"":[],""url"":""https://timesofindia.indiatimes.com/technology/tech-news/zepto-is-not-an-amazon-or-walmart-but-an-indian-company-with-zepto-ceo-aadit-palicha/articleshow/115540600.cms"",""vpd"":false,""eidLength"":1,""tmax"":2100,""syncsPerBidder"":5,""imps"":1,""fpd"":true,""pbadslot"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300"",""adunitcode"":""div-gpt-ad-1533710578908-803e3965-5994-43fe-b199-11824e48a1e9-115540600-1"",""divId"":""div-gpt-ad-1533710578908-803e3965-5994-43fe-b199-11824e48a1e9-115540600-1""},""features"":{""pbjs_enable_multiformat"":{""activated"":false},""pbjs_allow_all_eids"":{""activated"":false}}},""imp"":[{""id"":""9043d032e540add"",""banner"":{""topframe"":1,""format"":[{""w"":300,""h"":250,""ext"":{""siteID"":""1075035""}},{""w"":250,""h"":250,""ext"":{""siteID"":""1075035""}}]},""ext"":{""dfp_ad_unit_code"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300"",""gpid"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300"",""tid"":""b24078e8-c05c-4cdc-9320-f4934c0692ef"",""data"":{""adserver"":{""name"":""gam"",""adslot"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300""},""pbadslot"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300""}}}],""at"":1,""source"":{""tid"":""844f2d82-14a2-475b-9c5b-a9895cf0c3f4""},""user"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""9b105281-63da-4fc4-a467-f85f19e64465"",""atype"":1}]}],""ext"":{""eids"":[{""source"":""pubcid.org"",""uids"":[{""id"":""9b105281-63da-4fc4-a467-f85f19e64465"",""atype"":1}]}]}},""device"":{""sua"":{""source"":1,""platform"":{""brand"":""Windows""},""browsers"":[{""brand"":""Not?A_Brand"",""version"":[""99""]},{""brand"":""Chromium"",""version"":[""130""]}],""mobile"":0},""h"":900,""w"":1600}}",0.0,240.0,0.0,0.0,7.0,2.0,Cluster 0
71,,0.0,0.0,0.0,0.0,0.0,0.0,Cluster 0
72,"[{""v"":""hb1"",""p"":543539,""pos"":""~1"",""w"":""300"",""h"":""250"",""cb"":23623467523,""r"":"""",""uid"":""88cceadcf9016b9"",""t"":""i"",""d"":""https://timesofindia.indiatimes.com"",""_u"":""https://timesofindia.indiatimes.com/technology/tech-news/zepto-is-not-an-amazon-or-walmart-but-an-indian-company-with-zepto-ceo-aadit-palicha/articleshow/115540600.cms"",""mediaTypes"":{""banner"":{""sizes"":[[300,250],[250,250]]}},""keywords"":""zepto vs swiggy,zepto ceo aadit palicha,zepto ceo,Zepto,Aadit Palicha"",""cat"":""technology"",""pgt"":""Articleshow"",""ext"":{""gpid"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300"",""tid"":""b24078e8-c05c-4cdc-9320-f4934c0692ef"",""data"":{""adserver"":{""name"":""gam"",""adslot"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300""},""pbadslot"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300""}},""pubAdCode"":""/7176/TOI/TOI_Tech/TOI_Tech_BTF_300""}]",0.0,88.0,0.0,0.0,7.0,2.0,Cluster 0
73,"[{""v"":""hb1"",""p"":543539,""pos"":""~1"",""w"":""300"",""h"":""250"",""cb"":72396316853,""r"":"""",""uid"":""708b860e62144bd"",""t"":""i"",""d"":""https://timesofindia.indiatimes.com"",""_u"":""https://timesofindia.indiatimes.com/technology/tech-news/zepto-is-not-an-amazon-or-walmart-but-an-indian-company-with-zepto-ceo-aadit-palicha/articleshow/115540600.cms"",""mediaTypes"":{""banner"":{""sizes"":[[300,250],[250,250]]}},""keywords"":""zepto vs swiggy,zepto ceo aadit palicha,zepto ceo,Zepto,Aadit Palicha"",""cat"":""technology"",""pgt"":""Articleshow"",""ext"":{""gpid"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300"",""tid"":""79fbf211-dcae-48ab-819f-dcbe912aedac"",""data"":{""adserver"":{""name"":""gam"",""adslot"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300""},""pbadslot"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300""}},""pubAdCode"":""/7176/TOI/TOI_Tech/TOI_Tech_MTF_300""}]",0.0,88.0,0.0,0.0,7.0,2.0,Cluster 0
